01A,2,2,5,abstrakt,1und1 DRI,65538000,2019
02A,2,2,5,abstrakt,Telekom,72091000,2019
03A,2,2,5,abstrakt,Telekom,72065000,2019
04A,2,2,5,abstrakt,Telekom,65514000,2019
05A,2,2,5,abstrakt,Vodafone,65555000,2019
06A,2,2,5,abstrakt,Vodafone,67140000,2019
07A,2,2,5,abstrakt,TEF DE,71336000,2019
08A,2,2,5,abstrakt,Vodafone,71336000,2019
09A,2,2,5,abstrakt,TEF DE,33547000,2026
10A,2,2,5,abstrakt,Vodafone,35779000,2026
11A,2,2,5,abstrakt,1und1 DRI,34783000,2026
12A,2,2,5,abstrakt,TEF DE,38261000,2026
01K,3.6,1,20,konkret,-,0,2019
02A,3.6,1,10,abstrakt,Telekom,13823000,2019
03A,3.6,1,10,abstrakt,Telekom,13823000,2019
04A,3.6,1,10,abstrakt,1und1 DRI,13823000,2019
05A,3.6,1,10,abstrakt,Vodafone,13888000,2019
06A,3.6,1,10,abstrakt,1und1 DRI,13888000,2019
07A,3.6,1,10,abstrakt,Telekom,13872000,2019
08A,3.6,1,10,abstrakt,TEF DE,13615000,2019
09A,3.6,1,10,abstrakt,TEF DE,13661000,2019
10A,3.6,1,10,abstrakt,1und1 DRI,13807000,2019
11A,3.6,1,10,abstrakt,1und1 DRI,13807000,2019
12A,3.6,1,10,abstrakt,Vodafone,13807000,2019
13A,3.6,1,10,abstrakt,TEF DE,13620000,2019
14A,3.6,1,10,abstrakt,1und1 DRI,14955000,2019
15A,3.6,1,10,abstrakt,TEF DE,13622000,2019
16A,3.6,1,10,abstrakt,Telekom,13807000,2019
17A,3.6,1,10,abstrakt,-,0,2019
18A,3.6,1,10,abstrakt,-,0,2019
19A,3.6,1,10,abstrakt,-,0,2019
20A,3.6,1,10,abstrakt,TEF DE,26842000,2019
21A,3.6,1,10,abstrakt,TEF DE,26002000,2019
22A,3.6,1,10,abstrakt,Vodafone,26002000,2019
23A,3.6,1,10,abstrakt,Vodafone,26002000,2019
24A,3.6,1,10,abstrakt,Vodafone,23870000,2019
25A,3.6,1,10,abstrakt,Vodafone,23870000,2019
26A,3.6,1,10,abstrakt,TEF DE,23890000,2019
27A,3.6,1,10,abstrakt,Telekom,26279000,2019
28A,3.6,1,10,abstrakt,Telekom,26279000,2019
29K,3.6,1,10,konkret,Telekom,23870000,2019
